rut_cliente,malo_en_los_12m,cantidad_tarjetas_credito,ingreso,meses_en_su_actual_trabajo
8050500,0,0,502500,72
8068000,0,1,1222500,12
8073000,0,0,270000,84
8076000,1,0,675000,0
8088000,0,0,879000,24
8097500,0,0,270000,24
8103000,0,0,2250000,180
8107000,0,0,750000,60
8123000,0,0,849000,180
8127000,1,0,810000,24
8130000,0,0,367500,0
8134500,0,0,586500,24
8138000,1,0,600000,12
8139000,0,1,2461500,180
8166000,0,0,975000,12
8167000,1,0,426135,12
8172500,1,0,345000,12
8173500,0,0,330000,0
8178000,1,0,292500,12
8185500,0,0,1950000,12
8189000,1,0,600000,36
8192500,1,1,655500,12
8194500,0,0,330000,0
8195500,1,0,1027500,72
8200500,0,1,696000,108
8208500,0,0,900000,36
8218000,0,2,1785000,48
8223000,1,0,450000,12
8226000,1,0,315000,48
8229000,0,0,418500,156
8238000,0,1,315000,12
8243000,1,1,1050000,12
8255500,0,0,405000,48
8257000,0,0,1122000,72
8258000,0,0,450000,24
8262500,1,0,300000,12
8275000,1,0,303000,12
8279000,0,0,450000,120
8281000,0,0,270000,12
8287000,0,0,742500,12
8300500,0,1,750000,48
8308000,0,0,330000,12
8313500,0,0,1024500,156
8321000,0,0,457500,12
8321500,0,0,1800000,12
8322500,0,0,345000,0
8323500,0,0,2250000,0
8335500,1,1,2565000,0
8337500,0,0,540000,48
8340000,0,0,1800000,12
8345000,0,0,456000,0
8361500,0,0,750000,144
8369000,0,0,720000,0
8370000,0,1,784500,192
8373500,0,0,492000,24
8374000,0,0,433500,12
8376000,0,1,900000,48
8397500,1,0,900000,84
8398000,0,0,1650000,0
8406500,0,0,270000,0
8414000,0,1,1413000,0
8415000,0,0,1080000,0
8426000,0,0,825000,12
8426500,0,0,270000,12
8432500,0,0,511500,60
8434000,0,0,507000,12
8472500,0,0,450000,0
8475000,0,0,1143000,12
8475500,0,0,330000,36
8493500,0,0,930000,12
8495500,0,0,593055.0000000001,24
8501500,1,0,865500,24
8505500,0,0,600000,72
8507500,1,0,2250000,84
8517500,0,2,1134000,12
8521500,0,1,600000,24
8524500,0,0,540000,24
8528500,0,0,1050000,72
8530000,0,0,450000,12
8534000,0,1,1422000,84
8534500,0,0,513000,24
8543500,0,0,675000,12
8545000,0,0,270000,12
8546500,1,0,600000,0
8548000,1,0,525000,0
8551500,0,0,564000,48
8554500,0,1,2250000,12
8563500,0,0,450000,0
8566500,0,0,2100000,12
8567500,0,0,900000,0
8568000,0,1,840000,168
8572000,1,1,777000,12
8574000,0,0,288000,120
8576000,1,0,900000,12
8581000,0,2,1500000,0
8583500,0,0,1800000,12
8602500,0,0,405000,12
8610500,0,0,381000,36
8611000,0,0,426000,72
8616000,0,0,450000,0
8621000,0,0,357000,36
8623500,0,0,1200000,96
8668500,0,0,450000,12
8676500,0,1,522000,12
8680500,0,0,348000,12
8681000,0,0,298500,12
8691500,0,2,615000,12
8699500,1,0,900000,84
8703500,0,1,853500,192
8719000,0,0,1135500,132
8722000,1,0,1350000,60
8731000,0,0,277500,12
8745500,0,1,1234500,36
8750000,0,0,651000,0
8763500,1,0,543000,48
8772000,0,0,450000,0
8772500,0,0,538500,156
8776000,0,0,675000,84
8795500,0,0,900000,144
8799500,0,0,912000,12
8817500,0,0,270000,24
8824500,0,0,483000,0
8827500,0,0,375000,36
8831000,1,0,1635000,156
8833500,0,0,750000,60
8835000,0,0,639000,84
8838500,0,0,801000,108
8840500,0,0,405000,24
8847500,1,0,600000,96
8855500,0,0,789000,72
8857000,0,0,750000,48
8866500,0,0,963000,24
8893500,0,0,600000,12
8899000,0,1,900000,48
8905500,0,0,525000,144
8911000,0,0,270000,0
8917500,1,0,1360500,0
8923000,0,0,1200000,0
8931500,0,0,903000,24
8942500,0,0,478500,24
8963000,0,0,366000,36
8964500,1,0,831000,72
8965000,0,0,270000,48
8973500,0,0,525000,0
8979000,0,0,750000,120
8980000,0,0,616500,24
8983500,0,0,1672500,48
8988000,1,0,372000,12
8991000,0,0,1350000,48
9004000,1,0,577500,24
9014500,1,0,1170000,36
9015000,0,0,300000,24
9016000,0,0,339000,0
9032000,0,0,900000,156
9039500,0,0,660000,36
9052000,0,0,270000,0
9052500,0,1,1062000,72
9064000,0,0,750000,0
9066500,0,0,450000,12
9084000,0,1,600000,36
9091000,0,0,2085000,12
9095000,0,0,450000,60
9101000,0,0,525000,0
9106500,0,0,300000,12
9125500,0,0,1500000,60
9126500,1,0,1350000,24
9137500,0,1,1470000,12
9162000,0,0,525000,12
9173500,0,0,1500000,24
9176000,1,0,300000,36
9179000,0,0,300000,12
9187000,0,0,724500,48
9189000,0,0,886500,48
9195500,1,0,750000,12
9197500,0,0,1200000,48
9204000,0,0,1050000,0
9206000,0,0,735000,96
9207500,0,0,1105500,12
9208500,1,0,679500,36
9211000,0,0,600000,60
9216500,0,0,1125000,96
9220000,0,0,1981500,168
9232500,1,0,840000,0
9246000,0,1,1078500,36
9255500,1,0,1072500,180
9259000,0,0,1200000,60
9260500,0,0,850500,24
9263500,0,0,741000,48
9276500,0,0,705000,0
9278500,0,0,1117500,12
9280000,0,0,612000,12
9285000,0,0,591000,12
9310500,1,0,1500000,84
9322500,0,0,903000,12
9337500,0,0,810000,48
9340500,0,0,838500,0
9344000,0,0,1050000,0
9348000,0,0,1950000,12
9388000,0,0,435000,24
9393000,0,0,531000,120
9395500,0,0,600000,24
9400000,1,0,750000,12
9401000,0,0,346500,0
9408000,0,0,1050000,0
9409500,0,1,1828500,48
9412500,0,0,1050000,36
9415500,0,1,2179500,36
9416500,1,0,270000,0
9433500,0,0,450000,0
9440000,0,0,960000,120
9441000,0,0,1857000,0
9458000,0,0,450000,0
9464000,0,0,2250000,108
9473000,0,0,495000,12
9475000,0,0,1800000,48
9481000,0,1,1216500,24
9485000,0,0,1800000,60
9494000,0,2,1950000,36
9495000,1,0,525000,24
9503500,0,1,904500,120
9506000,0,0,412500,24
9516500,0,0,828000,36
9527000,1,0,525000,12
9545000,0,2,1545000,60
9550500,0,1,1429500,60
9556500,0,0,1188000,24
9564500,0,0,330000,0
9570000,0,0,2250000,24
9577000,0,0,1050000,36
9583500,1,0,390000,36
9585000,0,0,810000,108
9587000,0,0,756000,180
9589500,0,0,397500,0
9596500,0,0,330000,12
9606500,1,0,687000,12
9607500,1,2,1930500,0
9614000,0,1,1050000,168
9623000,0,0,600000,24
9627500,0,0,465000,24
9642000,0,0,600000,0
9646500,1,0,405000,0
9648000,0,0,360000,24
9656500,0,0,270000,12
9659000,0,0,1050000,132
9662000,1,0,540000,12
9673500,0,0,354000,24
9684000,0,0,600000,24
9687000,0,0,787500,48
9700000,0,0,1500000,0
9711000,0,0,375000,12
9738500,0,0,567000,60
9751500,0,0,675000,0
9777500,0,2,1173000,0
9784000,1,0,2250000,0
9787500,0,0,1350000,24
9795000,0,0,1050000,24
9805500,0,0,900000,0
9811000,0,0,1950000,12
9825000,0,0,405000,12
9826500,1,0,450000,12
9827500,0,0,330000,72
9839500,0,0,1669500,36
9853500,0,0,1200000,12
9856500,0,0,525000,24
9860000,0,1,2100000,36
9873000,0,0,709500,24
9883500,0,0,283500,12
9894500,0,0,360000,0
9895000,0,0,394500,12
9895500,0,0,435000,0
9898500,0,1,864000,12
9900500,0,1,1095000,36
9915000,0,0,450000,72
9922500,0,0,391500,0
9942000,1,0,330000,12
9950500,0,1,1182000,180
9952000,1,1,975000,12
9953000,0,0,549000,192
9957000,0,0,750000,0
9957500,0,0,330000,24
9975000,0,0,330000,12
10002000,0,1,2250000,12
10007000,0,1,942000,36
10009500,0,1,690000,36
10016500,0,0,405000,24
10025000,0,0,813000,12
10025500,0,1,1453500,96
10039000,0,0,2250000,84
10043000,1,0,427500,12
10054000,0,0,738000,24
10054500,0,0,354000,36
10058500,0,0,727500,12
10065000,0,0,600000,12
10077000,1,1,1200000,60
10088000,0,0,412500,12
10097000,0,0,900000,12
10108500,0,0,754500,36
10117500,0,0,750000,24
10121500,0,0,301500,60
10137000,0,0,306000,24
10153000,0,0,675000,24
10157000,0,1,2250000,12
10162500,1,0,300000,12
10168500,0,0,540000,12
10181000,0,0,591000,12
10181500,0,0,645000,12
10185500,0,0,375000,12
10190000,1,0,1182000,12
10195000,0,0,495000,12
10201500,1,0,780000,36
10214500,1,0,360000,12
10227500,0,0,841500,12
10229000,0,0,457500,12
10230500,0,0,300000,84
10242000,0,0,745500,0
10259500,1,0,277500,12
10278000,0,2,1635000,144
10282000,1,0,1050000,48
10283500,0,0,277500,84
10291500,0,0,646500,36
10295500,1,0,540000,0
10296500,0,0,367500,60
10302500,0,0,1800000,60
10306500,0,0,900000,60
10313000,0,0,270000,0
10317000,0,0,381000,12
10321500,0,0,525000,60
10322500,1,0,1200000,60
10324500,1,0,340500,0
10334500,0,0,750000,24
10339500,0,0,270000,12
10349000,0,0,375000,36
10350500,0,0,315000,0
10364000,0,0,579000,48
10368500,1,0,750000,24
10371000,0,0,478500,24
10373000,0,0,525000,0
10378500,0,0,1176000,156
10380500,0,0,954000,60
10405500,0,0,525000,12
10411000,1,0,330000,12
10420000,0,1,1800000,168
10420500,0,0,450000,12
10438500,1,0,900000,0
10441000,0,0,570000,48
10454500,0,1,1312500,24
10460500,0,0,525000,24
10465000,0,1,1020000,48
10467500,1,0,600000,12
10479500,0,0,270000,0
10485500,0,0,2229000,156
10491500,0,0,600000,12
10502000,0,0,339000,0
10517000,0,0,474000,24
10536500,1,2,1335000,36
10540500,0,0,450000,0
10542000,0,0,1200000,60
10554500,0,0,304500,24
10560500,1,0,939000,108
10565000,1,0,450000,180
10570000,0,0,346500,12
10573500,0,0,1350000,48
10583500,0,0,330000,0
10585500,0,0,591000,72
10597500,0,0,405000,96
10599500,0,0,1200000,0
10609000,0,0,348000,48
10616000,0,0,270000,12
10630500,0,0,270000,12
10649500,0,0,1200000,36
10654000,0,0,600000,0
10665000,0,0,450000,0
10667000,1,0,1230000,48
10681000,0,0,382500,36
10684500,0,0,399000,72
10689000,0,0,307500,12
10690500,0,0,450000,24
10699000,0,0,450000,12
10725000,0,0,675000,0
10726500,0,0,450000,12
10727500,0,0,933000,84
10731500,0,0,270000,36
10736000,1,0,465000,12
10750000,0,0,1540500,0
10763500,0,0,888000,192
10775000,0,0,453000,0
10776500,0,0,619500,72
10778000,0,0,780000,24
10787500,0,1,1500000,156
10795500,0,0,360000,36
10824000,1,0,750000,12
10834000,0,0,1650000,156
10838500,0,0,600000,48
10846500,1,0,2250000,72
10850000,0,0,330000,24
10860500,0,1,2064000,84
10861000,0,0,1347000,72
10876500,0,1,2217000,180
10886000,1,0,300000,0
10914000,0,0,765000,12
10915000,0,0,450000,12
10916000,0,0,1270500,48
10926000,0,0,1285500,12
10930000,1,0,450000,36
10931000,0,0,354000,24
10932000,1,0,1500000,180
10938000,0,0,388500,12
10946000,1,0,411000,24
10950500,0,0,750000,0
10961500,0,0,630000,84
10967500,0,0,1116000,24
10978500,0,0,750000,0
10983500,0,0,630000,12
11009500,0,1,1500000,36
11015000,0,1,1500000,144
11024500,0,0,480000,12
11036500,1,0,337500,12
11039000,0,0,432000,120
11053500,0,0,1174500,204
11060500,0,0,414000,12
11076000,0,0,432000,0
11078500,0,0,750000,12
11079000,0,0,694500,12
11092000,1,0,2250000,12
11096000,0,0,270000,12
11096500,0,0,600000,24
11102000,1,1,1500000,12
11110500,0,0,577500,24
11115000,1,0,270000,12
11118500,0,0,600000,24
11124000,1,0,2475000,60
11133000,0,0,570000,120
11137000,0,0,1650000,0
11140500,0,0,1147500,12
11145000,0,0,270000,72
11149000,0,2,1425000,12
11158000,1,1,898500,12
11158500,0,0,552000,12
11167500,0,0,450000,24
11174500,0,0,1024500,96
11189000,0,0,375000,0
11198000,0,0,675000,120
11201500,0,0,300000,12
11206000,0,2,1288500,24
11212500,0,0,2449500,180
11213000,0,0,675000,36
11238000,0,0,300000,36
11243000,0,0,991500,0
11253000,0,0,2082000,12
11256000,1,0,330000,0
11268500,0,1,682500,36
11269500,0,0,900000,0
11271500,0,0,900000,0
11274500,0,0,475500,36
11282000,1,0,1438500,12
11289000,1,0,450000,12
11294000,0,0,300000,60
11297500,0,0,300000,12
11306500,0,1,915000,60
11316000,1,0,540000,12
11324000,1,0,417000,12
11326500,0,0,525000,120
11327500,1,0,780000,24
11334000,0,0,1050000,120
11335000,0,0,778500,12
11339000,0,0,1113000,96
11339500,0,0,381000,36
11360500,0,0,2400000,0
11376000,0,0,1200000,24
11381500,0,0,420000,72
11384500,1,0,361500,0
11391500,0,0,675000,0
11397500,0,0,1200000,12
11411000,0,0,600000,12
11462000,0,0,339000,48
11467000,1,0,486000,12
11472500,1,0,300000,0
11487000,0,0,498000,24
11487500,0,0,450000,0
11491000,1,0,597000,24
11493000,0,0,363000,12
11509500,0,0,450000,12
11515500,0,0,2250000,180
11532500,1,0,900000,12
11553000,0,0,1251000,156
11560500,0,1,840000,12
11575500,0,0,330000,60
11584000,0,1,640500,168
11605500,0,0,450000,24
11613000,1,0,1305000,12
11619000,0,0,450000,72
11623500,0,0,600000,72
11640500,1,0,270000,36
11644000,0,0,300000,12
11648500,0,0,510000,0
11653500,1,0,750000,0
11656000,0,0,453000,60
11662000,0,0,1350000,12
11669500,1,0,270000,24
11675500,0,0,495000,0
11703000,1,1,750000,0
11720500,0,1,661500,24
11722500,1,1,1344000,48
11731500,1,0,823500,36
11734000,1,0,330000,12
11734500,0,0,417000,12
11743000,1,0,1263000,12
11763000,0,0,309000,12
11770000,1,0,480000,12
11779500,0,1,2065500,12
11788000,0,0,750000,120
11792000,0,0,1570500,156
11793500,0,0,660000,0
11801000,0,0,300000,0
11803000,0,0,2406000,0
11814500,0,0,339000,0
11819500,0,0,1200000,12
11826500,0,0,682500,72
11827000,0,0,420000,24
11829500,0,0,345000,0
11833000,0,0,330000,60
11836000,0,0,630000,12
11846500,1,0,600000,0
11847000,0,2,2488500,12
11856500,0,0,750000,12
11859500,1,0,543000,12
11865500,0,0,537000,12
11868000,0,0,1200000,84
11872000,0,0,483000,0
11878500,1,0,525000,24
11885000,0,0,564000,12
11885500,1,0,433500,12
11908500,0,0,405000,36
11909000,1,0,2230500,132
11915000,1,0,450000,36
11934000,1,0,1104000,24
11937000,0,0,480000,0
11938500,0,0,369000,0
11956000,0,0,900000,12
11961500,0,0,375000,0
11962500,0,0,270000,0
11976000,0,0,675000,120
11976500,1,0,1020000,12
11978000,1,1,852000,12
11981500,0,0,471000,12
12006500,0,0,375000,84
12009500,1,0,1860000,72
12013500,0,0,450000,12
12026000,0,0,1200000,12
12050500,0,0,375000,60
12052000,0,0,495000,12
12067500,1,1,706500,12
12076000,1,0,339000,12
12096500,1,0,484500,12
12101500,0,0,675000,24
12113500,0,0,1639500,48
12116500,0,0,1437000,12
12118000,0,1,2235000,120
12125000,1,0,1050000,48
12130500,0,0,750000,0
12134000,0,0,412500,12
12141500,0,1,652500,24
12147000,0,0,450000,12
12148500,0,0,525000,72
12160000,0,0,522000,12
12180500,0,0,1800000,180
12190000,0,0,598500,12
12198000,1,0,549000,24
12198500,0,0,420000,12
12201500,1,0,525000,36
12205500,0,0,337500,36
12208000,0,0,300000,12
12214500,1,0,405000,0
12217500,0,0,600000,0
12228500,1,0,600000,24
12229500,0,0,555000,60
12230000,1,1,870000,36
12232000,0,0,549000,36
12249000,1,0,1500000,60
12254500,0,0,405000,0
12257000,0,0,450000,12
12257500,0,0,337500,0
12259000,0,0,330000,0
12264000,0,0,339000,0
12283000,1,0,678000,24
12297500,0,0,1126500,180
12299500,0,1,1485000,12
12326500,0,0,291000,12
12330000,1,0,720000,12
12343000,0,2,450000,0
12346000,0,0,463500,72
12354000,0,1,609000,60
12355000,1,0,525000,12
12357500,0,0,337500,0
12361500,1,0,900000,36
12365000,1,0,498000,120
12382500,0,1,1500000,36
12405500,0,1,954000,24
12416000,0,0,417000,12
12417500,0,0,330000,12
12419500,0,0,525000,48
12421000,0,0,360000,36
12431500,0,0,723000,12
12445500,0,0,600000,12
12451000,1,0,1650000,0
12454000,1,0,337500,24
12457000,0,0,463500,12
12457500,0,0,975000,36
12459500,0,0,285000,12
12460000,0,0,600000,36
12476500,0,0,450000,36
12486000,1,0,360000,12
12490500,0,0,300000,0
12491000,0,0,900000,36
12493500,0,0,1243500,72
12502000,0,0,319500,12
12509000,0,0,351000,24
12515000,1,0,535500,12
12520500,1,0,360000,0
12528000,0,1,1641000,156
12532000,0,0,450000,60
12535000,0,1,769500,12
12536000,0,0,2250000,60
12537000,0,0,540000,0
12542000,0,0,411000,0
12543500,0,0,529500,12
12565500,0,0,1350000,12
12572500,0,0,270000,24
12575500,1,0,612000,12
12577000,0,0,346500,0
12586500,0,0,1200000,120
12595500,0,1,595500,12
12596000,1,0,2250000,24
12608500,1,0,525000,120
12609000,0,2,2025000,96
12617500,0,0,450000,72
12624500,0,0,1011000,12
12631500,1,0,1680000,12
12638500,0,0,375000,24
12654000,0,0,1200000,12
12655000,0,0,420000,0
12688000,0,0,900000,0
12688500,1,0,427500,12
12689500,0,0,600000,72
12710500,0,1,649500,180
12723500,0,0,405000,12
12724000,0,0,778500,12
12727000,0,0,900000,180
12732000,0,0,270000,24
12738000,0,0,1440000,0
12741500,0,0,525000,12
12762500,0,1,2374500,0
12765500,0,2,825000,132
12772000,0,0,2250000,120
12773000,0,0,361500,12
12796000,0,0,540000,0
12820000,1,1,624000,12
12821000,0,0,450000,0
12828000,0,0,270000,0
12829500,0,0,750000,12
12834000,0,0,2250000,48
12843000,0,0,394500,24
12852000,1,0,900000,96
12854500,0,0,270000,0
12868500,1,0,330000,12
12876500,0,0,349500,24
12894500,0,0,505500,12
12903000,0,0,750000,12
12912000,0,2,1210500,192
12921000,0,0,480000,24
12930000,1,0,750000,36
12932000,0,0,480000,36
12943500,0,0,873000,12
12945000,0,0,462000,24
12951500,0,0,487500,24
12956500,0,0,270000,0
12980000,0,0,270000,132
12983000,0,1,915000,36
12990000,0,0,1092000,132
13009000,1,0,675000,12
13011000,0,0,270000,144
13016500,1,0,510000,24
13033000,0,0,825000,0
13041500,0,0,490500,48
13053000,0,0,1201500,12
13053500,1,0,900000,12
13056500,0,0,681000,24
13063500,0,0,600000,0
13071500,0,0,450000,60
13089000,0,1,868500,12
13106000,0,0,531000,12
13114500,0,1,1851000,12
13115500,0,1,826500,12
13118500,1,0,640500,0
13121000,1,0,304500,12
13123500,0,0,1200000,24
13126500,0,0,2250000,36
13130500,0,0,337500,156
13170000,0,0,432000,12
13224000,0,0,304500,36
13234000,0,0,750000,60
13242500,0,0,619500,0
13243500,0,0,807000,12
13263000,0,0,270000,0
13280500,0,2,1533000,24
13282000,0,0,900000,0
13285000,0,0,270000,0
13289000,1,0,1800000,192
13295000,0,0,420000,0
13314500,0,0,375000,0
13317500,0,0,450000,12
13330500,0,0,450000,72
13337500,0,0,510000,12
13346500,0,0,357000,12
13352500,1,0,787500,12
13353000,0,0,750000,0
13368000,0,0,2250000,36
13370500,0,0,762000,60
13372500,0,0,1380000,60
13415500,0,0,1992000,12
13423000,1,0,495000,12
13427000,0,0,450000,120
13432000,0,0,1080000,12
13440500,1,0,1200000,0
13443000,0,1,780000,60
13452500,0,1,1050000,36
13462500,0,1,420000,12
13466500,1,0,1200000,72
13487500,1,0,1050000,84
13489000,0,0,799500,0
13505500,0,0,367500,60
13516000,0,0,495000,48
13516500,0,0,1350000,24
13520500,0,0,675000,12
13524000,1,0,330000,12
13541000,1,0,1068000,12
13546000,0,0,727500,48
13549000,1,1,1135500,48
13556500,0,1,480000,12
13562000,0,0,300000,36
13565000,0,0,300000,0
13574000,0,0,1500000,0
13579000,1,0,525000,24
13589500,0,0,2250000,84
13595500,1,0,600000,12
13598500,0,2,1135500,84
13599000,0,0,787500,12
13599500,0,0,600000,60
13616000,0,0,339000,0
13617000,0,0,540000,12
13617500,0,0,271500,12
13630000,0,0,525000,12
13649500,0,1,1650000,72
13651500,1,0,306000,0
13663000,0,0,375000,12
13679500,0,1,973500,192
13682000,0,0,319500,48
13692500,0,0,1144500,180
13693000,0,0,1200000,0
13693500,0,0,450000,24
13695000,1,0,1080000,72
13700500,0,0,360000,12
13705500,0,1,669000,144
13706500,0,0,862500,12
13716000,0,0,387000,24
13723500,0,0,1125000,120
13741000,0,0,1230000,48
13744000,0,0,1170000,60
13749500,0,0,750000,0
13764500,0,0,466500,24
13772000,0,0,1500000,12
13781000,1,1,813000,24
13788500,0,0,450000,12
13795500,0,0,525000,60
13800000,0,0,2001000,132
13801000,0,0,420000,48
13813000,0,0,975000,24
13824500,0,1,828000,72
13834000,0,0,708000,12
13839000,0,0,1050000,60
13855000,1,0,630000,12
13883000,0,0,438000,192
13901000,0,0,540000,0
13906000,0,0,403500,60
13920000,1,0,300000,12
13951000,0,0,376500,108
13963500,0,0,675000,0
13968500,1,0,300000,12
13971500,0,1,1650000,192
13974500,0,0,450000,0
13975500,0,0,550500,60
13985500,0,0,1119000,60
13993000,0,1,1500000,120
14005500,0,0,750000,60
14015000,0,0,600000,12
14023000,1,0,645000,0
14029000,0,0,585000,48
14041000,0,0,330000,12
14052500,1,0,450000,12
14058500,0,0,600000,84
14060000,0,0,802500,60
14074500,0,0,357000,0
14078000,0,0,345000,12
14078500,0,0,1155000,60
14081000,0,0,375000,24
14083500,0,1,882000,12
14119500,0,0,600000,36
14122500,0,0,750000,72
14124000,0,0,595500,12
14128000,0,0,525000,48
14129000,0,0,796500,12
14132500,0,0,1200000,12
14135500,0,0,835500,12
14174000,1,0,330000,12
14175000,0,0,900000,12
14192500,0,0,289500,12
14195500,0,0,510000,12
14204500,0,0,453000,12
14213500,0,0,490500,12
14225500,0,0,301500,48
14229000,0,0,1200000,12
14231000,0,0,510000,0
14241000,0,0,540000,48
14249500,1,0,654000,12
14250500,0,0,525000,12
14251500,0,0,450000,0
14264000,0,0,285000,0
14273000,0,0,675000,24
14282000,0,0,369000,12
14300000,0,0,600000,24
14307500,0,0,750000,24
14316000,0,0,420000,12
14330000,0,0,585000,24
14336500,0,0,415500,24
14339500,0,0,940470,24
14340000,0,0,1500000,0
14342000,0,0,900000,36
14352000,0,0,525000,0
14353500,0,0,702000,24
14362000,1,0,660000,60
14368000,0,0,493500,12
14369000,0,0,1369500,0
14387000,0,0,330000,12
14399500,1,0,525000,12
14404500,1,0,609000,36
14410500,1,0,300000,0
14431000,0,0,2550000,12
14469500,1,0,750000,24
14472000,1,1,574500,24
14481500,0,0,1200000,0
14486000,0,0,1992000,84
14488500,0,1,1033500,24
14491000,0,1,2062500,0
14492500,0,0,750000,12
14500000,0,0,750000,24
14502000,0,0,750000,96
14537500,0,0,573000,24
14543000,0,0,360000,36
14548000,0,1,1800000,0
14552500,0,0,450000,48
14560000,1,0,450000,12
14560500,0,0,1198500,144
14568000,0,0,309000,12
14573500,0,0,700500,12
14581500,0,0,342000,12
14586500,1,0,582000,12
14606000,0,0,421500,0
14608000,0,1,810000,24
14613500,0,0,345000,156
14614000,0,0,360000,0
14619500,0,1,1350000,60
14621500,0,0,405000,0
14641000,1,0,2250000,120
14643500,0,1,766500,144
14645000,1,0,957000,24
14646000,1,0,450000,0
14652500,0,0,360000,84
14654000,0,0,375000,12
14658500,0,0,420000,48
14663000,0,0,661500,72
14666000,0,0,1080000,12
14668500,1,0,525000,12
14687500,0,0,540000,12
14695000,0,0,300000,24
14701000,0,0,450000,24
14705500,0,0,888000,144
14713500,0,0,1500000,12
14722000,0,0,568500,24
14724500,0,0,270000,0
14733500,0,0,1050000,60
14743500,0,0,495000,12
14750500,0,0,346500,12
14757500,1,1,1039500,12
14775000,1,0,450000,0
14789500,0,0,2250000,12
14793000,1,0,270000,12
14797500,0,0,1711500,12
14798000,1,0,1200000,0
14800000,0,0,508500,12
14811500,1,0,1275000,36
14815000,1,0,525000,12
14818500,0,1,756000,12
14822000,1,0,370500,12
14822500,0,0,525000,60
14838000,0,0,1023000,60
14839000,0,0,792000,24
14840000,0,0,450000,108
14856500,0,0,300000,0
14886000,0,0,300000,0
14891000,0,0,375000,12
14892500,0,0,535500,12
14908000,1,0,453000,12
14912000,0,0,450000,24
14916000,0,0,372000,0
14921000,1,0,375000,84
14925000,0,0,1132500,192
14927500,0,0,450000,24
14929000,0,0,421500,24
14940500,1,0,750000,12
14942000,0,0,525000,24
14943000,0,1,1500000,120
14946500,1,0,358500,12
14953500,0,0,1080000,12
14958500,0,0,406500,12
14959500,0,0,360000,0
14963500,0,0,480000,12
14972000,0,0,1000500,48
14972500,0,1,1638000,0
14981000,1,0,300000,24
14984000,0,0,300000,12
15002500,0,0,555000,12
15012000,0,0,363000,12
15019000,0,0,675000,12
15033000,0,0,1312500,60
15033500,0,0,415500,0
15058500,0,0,900000,72
15066500,0,0,607500,120
15069500,0,0,450000,12
15072500,1,0,585000,12
15073500,0,0,1200000,12
15076500,0,0,600000,0
15088000,0,0,600000,132
15096000,0,0,330000,60
15099000,0,0,900000,36
15102500,0,0,1140000,108
15103500,0,0,975000,0
15109000,0,1,369000,12
15110500,0,0,846000,24
15114500,0,0,600000,12
15116500,0,0,270000,120
15126500,0,0,2640000,12
15128500,0,0,438000,12
15135500,0,0,751500,120
15140500,0,0,675000,0
15147500,0,0,858000,0
15149000,1,0,930000,12
15155000,0,0,277500,24
15156000,0,0,1800000,120
15156500,0,0,762000,24
15159500,1,0,300000,12
15180000,1,0,570000,72
15198500,0,0,750000,108
15200000,0,1,1677000,0
15212500,0,0,570000,12
15214000,0,0,960000,36
15237500,0,0,1200000,120
15253500,0,0,1050000,24
15265000,0,0,450000,36
15269500,0,0,445500,36
15274000,1,0,1186500,60
15274500,1,0,1000500,24
15286500,0,0,465000,132
15297000,0,0,1650000,156
15298500,0,0,1018500,72
15301500,1,0,562500,0
15310000,1,0,600000,0
15310500,0,1,975000,48
15312000,1,0,330000,12
15314500,0,0,463500,24
15325500,1,0,525000,24
15333500,0,1,600000,12
15335500,0,0,372000,120
15339000,0,0,1500000,60
15346500,1,0,1075500,12
15348500,0,0,900000,12
15350500,0,0,750000,72
15367000,0,0,366000,12
15368500,1,0,570000,36
15374000,0,0,420000,36
15375000,1,0,798000,12
15376500,0,0,762000,132
15387000,1,0,1800000,72
15392500,1,0,300000,0
15396000,0,0,525000,12
15402000,1,0,1057500,12
15406500,0,0,1033500,72
15410000,1,1,1500000,120
15411500,0,0,270000,12
15427500,0,0,900000,36
15431500,0,1,988500,36
15440500,0,0,354000,0
15446500,0,0,2134500,12
15450000,0,0,682500,60
15459000,0,0,600000,24
15462500,0,2,732000,36
15495000,1,0,1200000,12
15497000,0,1,750000,12
15500500,0,0,382500,60
15509500,0,0,420000,36
15519000,0,0,1050000,24
15523000,1,0,930000,120
15530000,0,0,900000,0
15534500,0,0,525000,120
15542500,0,0,330000,12
15544000,0,0,600000,24
15551500,0,0,975000,0
15552500,1,0,492000,0
15559000,1,0,450000,0
15577000,0,0,450000,120
15587500,1,0,339000,0
15599500,1,0,375000,12
15614000,0,0,670500,12
15616000,0,0,511500,36
15617000,0,0,1927500,36
15630000,0,0,1800000,24
15639000,0,0,525000,36
15644000,0,0,570000,72
15650000,0,0,1189500,48
15659500,0,0,450000,24
15664000,0,0,450000,0
15666000,0,0,720000,12
15676500,0,0,486000,12
15678500,0,0,300000,0
15679000,0,0,360000,12
15688000,0,0,675000,0
15710000,1,0,424500,0
15720500,0,0,540000,12
15725500,0,0,1800000,36
15727000,0,0,870000,120
15727500,0,0,325500,48
15737500,0,0,1104000,24
15751500,1,1,1270500,96
15752500,0,0,1350000,36
15770000,0,0,337500,0
15796000,1,0,1077000,0
15805000,1,0,675000,96
15807500,0,0,510000,12
15820500,1,0,780000,96
15824500,0,0,570000,12
15825000,1,0,450000,24
15826500,0,0,339000,12
15827500,0,0,1200000,12
